work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,experience_name,employment_name,remote_name,salary_log_usd,tunisian_record,employee_continent,company_continent
2020,SE,FT,Machine Learning Manager,157000,CAD,117104,CA,50,CA,L,Senior-level,Full-time,Hybrid,11.6708262472225,False,North America,North America
2020,MI,FT,Data Engineering Manager,51999,EUR,59303,DE,100,DE,S,Mid-level,Full-time,Fully remote,10.990432036336555,False,Europe,Europe
2020,EN,FT,Big Data Engineer,70000,USD,70000,US,100,US,L,Entry-level,Full-time,Fully remote,11.156264806643742,False,North America,North America
2020,SE,FT,Data Scientist,60000,EUR,68428,GR,100,US,L,Senior-level,Full-time,Fully remote,11.133551990366144,False,Europe,North America
2020,MI,FT,Research Scientist,450000,USD,450000,US,0,US,M,Mid-level,Full-time,On-site,13.017005083966255,False,North America,North America
2020,MI,FT,Data Analyst,41000,EUR,46759,FR,50,FR,L,Mid-level,Full-time,Hybrid,10.752783415586006,False,Europe,Europe
2020,MI,FT,Data Engineer,65000,EUR,74130,AT,50,AT,L,Mid-level,Full-time,Hybrid,11.213589077374968,False,Europe,Europe
2020,MI,FT,Data Science Consultant,103000,USD,103000,US,100,US,L,Mid-level,Full-time,Fully remote,11.542493975902508,False,North America,North America
2020,EN,FT,Machine Learning Engineer,250000,USD,250000,US,50,US,L,Entry-level,Full-time,Hybrid,12.429220196836383,False,North America,North America
2020,EN,FT,Data Analyst,10000,USD,10000,NG,100,NG,S,Entry-level,Full-time,Fully remote,9.210440366976517,False,Africa,Africa
2020,EN,FT,Machine Learning Engineer,138000,USD,138000,US,100,US,S,Entry-level,Full-time,Fully remote,11.835016210489899,False,North America,North America
2020,MI,FT,Data Scientist,45760,USD,45760,PH,100,US,S,Mid-level,Full-time,Fully remote,10.731187478961756,False,Other,North America
2020,EX,FT,Data Engineering Manager,70000,EUR,79833,ES,50,ES,L,Executive,Full-time,Hybrid,11.28770475786082,False,Europe,Europe
2020,MI,FT,Machine Learning Infrastructure Engineer,44000,EUR,50180,PT,0,PT,M,Mid-level,Full-time,On-site,10.823391747980118,False,Europe,Europe
2020,MI,FT,Data Engineer,106000,USD,106000,US,100,US,L,Mid-level,Full-time,Fully remote,11.571203807011969,False,North America,North America
2020,MI,FT,Data Engineer,88000,GBP,112872,GB,50,GB,L,Mid-level,Full-time,Hybrid,11.634018571846916,False,Europe,Europe
2020,EN,PT,ML Engineer,14000,EUR,15966,DE,100,DE,S,Entry-level,Part-time,Fully remote,9.678279371339702,False,Europe,Europe
2020,MI,FT,Data Scientist,60000,GBP,76958,GB,100,GB,S,Mid-level,Full-time,Fully remote,11.251028091492175,False,Europe,Europe
2020,SE,FT,Data Engineer,188000,USD,188000,US,100,US,L,Senior-level,Full-time,Fully remote,12.144202560946876,False,North America,North America
2020,MI,FT,Data Scientist,105000,USD,105000,US,100,US,L,Mid-level,Full-time,Fully remote,11.561725152903833,False,North America,North America
2020,MI,FT,Data Engineer,61500,EUR,70139,FR,50,FR,L,Mid-level,Full-time,Hybrid,11.15824852369417,False,Europe,Europe
2020,EN,FT,Data Analyst,450000,INR,6072,IN,0,IN,S,Entry-level,Full-time,On-site,8.711607995897575,False,Asia,Asia
2020,EN,FT,Data Analyst,91000,USD,91000,US,100,US,L,Entry-level,Full-time,Fully remote,11.418625774449598,False,North America,North America
2020,EN,FT,AI Scientist,300000,DKK,45896,DK,50,DK,S,Entry-level,Full-time,Hybrid,10.734155034435489,False,Europe,Europe
2020,EN,FT,Data Engineer,48000,EUR,54742,PK,100,DE,L,Entry-level,Full-time,Fully remote,10.910404785623465,False,Asia,Europe
2020,SE,FL,Computer Vision Engineer,60000,USD,60000,RU,100,US,S,Senior-level,Freelance,Fully remote,11.002116507732017,False,Europe,North America
2020,SE,FT,Principal Data Scientist,130000,EUR,148261,DE,100,DE,M,Senior-level,Full-time,Fully remote,11.906736257934913,False,Europe,Europe
2020,MI,FT,Data Scientist,34000,EUR,38776,ES,100,ES,M,Mid-level,Full-time,Fully remote,10.565582566340604,False,Europe,Europe
2020,MI,FT,Data Scientist,118000,USD,118000,US,100,US,M,Mid-level,Full-time,Fully remote,11.678448377988165,False,North America,North America
2020,SE,FT,Data Scientist,120000,USD,120000,US,50,US,L,Senior-level,Full-time,Hybrid,11.695255355062795,False,North America,North America
2020,MI,FT,Data Scientist,138350,USD,138350,US,100,US,M,Mid-level,Full-time,Fully remote,11.837549213233764,False,North America,North America
2020,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L,Mid-level,Full-time,Fully remote,11.608244735642321,False,North America,North America
2020,MI,FT,Data Engineer,130800,USD,130800,ES,100,US,M,Mid-level,Full-time,Fully remote,11.781432363235949,False,Europe,North America
2020,EN,PT,Data Scientist,19000,EUR,21669,IT,50,IT,S,Entry-level,Part-time,Hybrid,9.983684094530405,False,Europe,Europe
2020,SE,FT,Data Scientist,412000,USD,412000,US,100,US,L,Senior-level,Full-time,Fully remote,12.928781055513184,False,North America,North America
2020,SE,FT,Machine Learning Engineer,40000,EUR,45618,HR,100,HR,S,Senior-level,Full-time,Fully remote,10.728079575387694,False,Europe,Europe
2020,EN,FT,Data Scientist,55000,EUR,62726,DE,50,DE,S,Entry-level,Full-time,Hybrid,11.046547255939533,False,Europe,Europe
2020,EN,FT,Data Scientist,43200,EUR,49268,DE,0,DE,S,Entry-level,Full-time,On-site,10.805050359005671,False,Europe,Europe
2020,SE,FT,Data Science Manager,190200,USD,190200,US,100,US,M,Senior-level,Full-time,Fully remote,12.155836686703159,False,North America,North America
2020,EN,FT,Data Scientist,105000,USD,105000,US,100,US,S,Entry-level,Full-time,Fully remote,11.561725152903833,False,North America,North America
2020,SE,FT,Data Scientist,80000,EUR,91237,AT,0,AT,S,Senior-level,Full-time,On-site,11.42122675594764,False,Europe,Europe
2020,MI,FT,Data Scientist,55000,EUR,62726,FR,50,LU,S,Mid-level,Full-time,Hybrid,11.046547255939533,False,Europe,Europe
2020,MI,FT,Data Scientist,37000,EUR,42197,FR,50,FR,S,Mid-level,Full-time,Hybrid,10.650128105536073,False,Europe,Europe
2021,EN,FT,Research Scientist,60000,GBP,82528,GB,50,GB,L,Entry-level,Full-time,Hybrid,11.320905025707312,False,Europe,Europe
2021,EX,FT,BI Data Analyst,150000,USD,150000,IN,100,US,L,Executive,Full-time,Fully remote,11.918397239722838,False,Asia,North America
2021,EX,FT,Head of Data,235000,USD,235000,US,100,US,L,Executive,Full-time,Fully remote,12.367345048436391,False,North America,North America
2021,SE,FT,Data Scientist,45000,EUR,53192,FR,50,FR,L,Senior-level,Full-time,Hybrid,10.881682087725098,False,Europe,Europe
2021,MI,FT,BI Data Analyst,100000,USD,100000,US,100,US,M,Mid-level,Full-time,Fully remote,11.51293546492023,False,North America,North America
2021,MI,PT,3D Computer Vision Researcher,400000,INR,5409,IN,50,IN,M,Mid-level,Part-time,Hybrid,8.596004371840527,False,Asia,Asia
2021,MI,CT,ML Engineer,270000,USD,270000,US,100,US,L,Mid-level,Contract,Fully remote,12.506180941677357,False,North America,North America
2021,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M,Entry-level,Full-time,Fully remote,11.289794413577894,False,North America,North America
2021,SE,FT,Data Analytics Engineer,67000,EUR,79197,DE,100,DE,L,Senior-level,Full-time,Fully remote,11.279706324958415,False,Europe,Europe
2021,MI,FT,Data Engineer,140000,USD,140000,US,100,US,L,Mid-level,Full-time,Fully remote,11.849404844423074,False,North America,North America
2021,MI,FT,Applied Data Scientist,68000,CAD,54238,GB,50,CA,L,Mid-level,Full-time,Hybrid,10.90115548586615,False,Europe,North America
2021,MI,FT,Machine Learning Engineer,40000,EUR,47282,ES,100,ES,S,Mid-level,Full-time,Fully remote,10.76390610184365,False,Europe,Europe
2021,EX,FT,Director of Data Science,130000,EUR,153667,IT,100,PL,L,Executive,Full-time,Fully remote,11.94254971006262,False,Europe,Europe
2021,MI,FT,Data Engineer,110000,PLN,28476,PL,100,PL,L,Mid-level,Full-time,Fully remote,10.25685202289892,False,Europe,Europe
2021,EN,FT,Data Analyst,50000,EUR,59102,FR,50,FR,M,Entry-level,Full-time,Hybrid,10.987036963527192,False,Europe,Europe
2021,MI,FT,Data Analytics Engineer,110000,USD,110000,US,100,US,L,Mid-level,Full-time,Fully remote,11.608244735642321,False,North America,North America
2021,SE,FT,Lead Data Analyst,170000,USD,170000,US,100,US,L,Senior-level,Full-time,Fully remote,12.04355959836804,False,North America,North America
2021,SE,FT,Data Analyst,80000,USD,80000,BG,100,US,S,Senior-level,Full-time,Fully remote,11.289794413577894,False,Other,North America
2021,SE,FT,Marketing Data Analyst,75000,EUR,88654,GR,100,DK,L,Senior-level,Full-time,Fully remote,11.392507711491088,False,Europe,Europe
2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,100,DE,S,Entry-level,Full-time,Fully remote,11.249402529502674,False,Europe,Europe
2021,MI,FT,Lead Data Analyst,1450000,INR,19609,IN,100,IN,L,Mid-level,Full-time,Fully remote,9.883794919190391,False,Asia,Asia
2021,SE,FT,Lead Data Engineer,276000,USD,276000,US,0,US,L,Senior-level,Full-time,On-site,12.52815976788113,False,North America,North America
2021,EN,FT,Data Scientist,2200000,INR,29751,IN,50,IN,L,Entry-level,Full-time,Hybrid,10.300651635604906,False,Asia,Asia
2021,MI,FT,Cloud Data Engineer,120000,SGD,89294,SG,50,SG,L,Mid-level,Full-time,Hybrid,11.3997007742556,False,Asia,Asia
2021,EN,PT,AI Scientist,12000,USD,12000,BR,100,US,S,Entry-level,Part-time,Fully remote,9.392745258631441,False,South America,North America
2021,MI,FT,Financial Data Analyst,450000,USD,450000,US,100,US,L,Mid-level,Full-time,Fully remote,13.017005083966255,False,North America,North America
2021,EN,FT,Computer Vision Software Engineer,70000,USD,70000,US,100,US,M,Entry-level,Full-time,Fully remote,11.156264806643742,False,North America,North America
2021,MI,FT,Computer Vision Software Engineer,81000,EUR,95746,DE,100,US,S,Mid-level,Full-time,Fully remote,11.469464574959359,False,Europe,North America
2021,MI,FT,Data Analyst,75000,USD,75000,US,0,US,L,Mid-level,Full-time,On-site,11.225256725762893,False,North America,North America
2021,SE,FT,Data Engineer,150000,USD,150000,US,100,US,L,Senior-level,Full-time,Fully remote,11.918397239722838,False,North America,North America
2021,MI,FT,BI Data Analyst,11000000,HUF,36259,HU,50,US,L,Mid-level,Full-time,Hybrid,10.498470484308841,False,Other,North America
2021,MI,FT,Data Analyst,62000,USD,62000,US,0,US,L,Mid-level,Full-time,On-site,11.034905792929415,False,North America,North America
2021,MI,FT,Data Scientist,73000,USD,73000,US,0,US,L,Mid-level,Full-time,On-site,11.19822841866684,False,North America,North America
2021,MI,FT,Data Analyst,37456,GBP,51519,GB,50,GB,L,Mid-level,Full-time,Hybrid,10.849725360778235,False,Europe,Europe
2021,MI,FT,Research Scientist,235000,CAD,187442,CA,100,CA,L,Mid-level,Full-time,Fully remote,12.141230078175235,False,North America,North America
2021,SE,FT,Data Engineer,115000,USD,115000,US,100,US,S,Senior-level,Full-time,Fully remote,11.652696102959753,False,North America,North America
2021,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Senior-level,Full-time,Fully remote,11.918397239722838,False,North America,North America
2021,EN,FT,Data Engineer,2250000,INR,30428,IN,100,IN,L,Entry-level,Full-time,Fully remote,10.323151380044106,False,Asia,Asia
2021,SE,FT,Machine Learning Engineer,80000,EUR,94564,DE,50,DE,L,Senior-level,Full-time,Hybrid,11.457042707722556,False,Europe,Europe
2021,SE,FT,Director of Data Engineering,82500,GBP,113476,GB,100,GB,M,Senior-level,Full-time,Fully remote,11.639355452196886,False,Europe,Europe
2021,SE,FT,Lead Data Engineer,75000,GBP,103160,GB,100,GB,S,Senior-level,Full-time,Fully remote,11.544046153628019,False,Europe,Europe
2021,EN,PT,AI Scientist,12000,USD,12000,PK,100,US,M,Entry-level,Part-time,Fully remote,9.392745258631441,False,Asia,North America
2021,MI,FT,Data Engineer,38400,EUR,45391,NL,100,NL,L,Mid-level,Full-time,Fully remote,10.723091157048632,False,Europe,Europe
2021,EN,FT,Machine Learning Scientist,225000,USD,225000,US,100,US,L,Entry-level,Full-time,Fully remote,12.323860125621126,False,North America,North America
2021,MI,FT,Data Scientist,50000,USD,50000,NG,100,NG,L,Mid-level,Full-time,Fully remote,10.819798284210286,False,Africa,Africa
2021,MI,FT,Data Science Engineer,34000,EUR,40189,GR,100,GR,M,Mid-level,Full-time,Fully remote,10.601373487443247,False,Europe,Europe
2021,EN,FT,Data Analyst,90000,USD,90000,US,100,US,S,Entry-level,Full-time,Fully remote,11.407576060361786,False,North America,North America
2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L,Mid-level,Full-time,Fully remote,12.206077645517674,False,North America,North America
2021,MI,FT,Big Data Engineer,60000,USD,60000,ES,50,RO,M,Mid-level,Full-time,Hybrid,11.002116507732017,False,Europe,Europe
2021,SE,FT,Principal Data Engineer,200000,USD,200000,US,100,US,M,Senior-level,Full-time,Fully remote,12.206077645517674,False,North America,North America
2021,EN,FT,Data Analyst,50000,USD,50000,US,100,US,M,Entry-level,Full-time,Fully remote,10.819798284210286,False,North America,North America
2021,EN,FT,Applied Data Scientist,80000,GBP,110037,GB,0,GB,L,Entry-level,Full-time,On-site,11.608581039664324,False,Europe,Europe
2021,EN,PT,Data Analyst,8760,EUR,10354,ES,50,ES,M,Entry-level,Part-time,Hybrid,9.245224773829685,False,Europe,Europe
2021,MI,FT,Principal Data Scientist,151000,USD,151000,US,100,US,L,Mid-level,Full-time,Fully remote,11.92504173829169,False,North America,North America
2021,SE,FT,Machine Learning Scientist,120000,USD,120000,US,50,US,S,Senior-level,Full-time,Hybrid,11.695255355062795,False,North America,North America
2021,MI,FT,Data Scientist,700000,INR,9466,IN,0,IN,S,Mid-level,Full-time,On-site,9.15556734612889,False,Asia,Asia
2021,EN,FT,Machine Learning Engineer,20000,USD,20000,IN,100,IN,S,Entry-level,Full-time,Fully remote,9.90353755128617,False,Asia,Asia
2021,SE,FT,Lead Data Scientist,3000000,INR,40570,IN,50,IN,L,Senior-level,Full-time,Hybrid,10.610808804651954,False,Asia,Asia
2021,EN,FT,Machine Learning Developer,100000,USD,100000,IQ,50,IQ,S,Entry-level,Full-time,Hybrid,11.51293546492023,False,Asia,Asia
2021,EN,FT,Data Scientist,42000,EUR,49646,FR,50,FR,M,Entry-level,Full-time,Hybrid,10.812693244687052,False,Europe,Europe
2021,MI,FT,Applied Machine Learning Scientist,38400,USD,38400,VN,100,US,M,Mid-level,Full-time,Fully remote,10.555838779903407,False,Asia,North America
2021,SE,FT,Computer Vision Engineer,24000,USD,24000,BR,100,BR,M,Senior-level,Full-time,Fully remote,10.085850775128717,False,South America,South America
2021,EN,FT,Data Scientist,100000,USD,100000,US,0,US,S,Entry-level,Full-time,On-site,11.51293546492023,False,North America,North America
2021,MI,FT,Data Analyst,90000,USD,90000,US,100,US,M,Mid-level,Full-time,Fully remote,11.407576060361786,False,North America,North America
2021,MI,FT,ML Engineer,7000000,JPY,63711,JP,50,JP,S,Mid-level,Full-time,Hybrid,11.062128206863923,False,Asia,Asia
2021,MI,FT,ML Engineer,8500000,JPY,77364,JP,50,JP,S,Mid-level,Full-time,Hybrid,11.256289760923773,False,Asia,Asia
2021,SE,FT,Principal Data Scientist,220000,USD,220000,US,0,US,L,Senior-level,Full-time,On-site,12.301387370778713,False,North America,North America
2021,EN,FT,Data Scientist,80000,USD,80000,US,100,US,M,Entry-level,Full-time,Fully remote,11.289794413577894,False,North America,North America
2021,MI,FT,Data Analyst,135000,USD,135000,US,100,US,L,Mid-level,Full-time,Fully remote,11.813037464800539,False,North America,North America
2021,SE,FT,Data Science Manager,240000,USD,240000,US,0,US,L,Senior-level,Full-time,On-site,12.388398368982115,False,North America,North America
2021,SE,FT,Data Engineering Manager,150000,USD,150000,US,0,US,L,Senior-level,Full-time,On-site,11.918397239722838,False,North America,North America
2021,MI,FT,Data Scientist,82500,USD,82500,US,100,US,S,Mid-level,Full-time,Fully remote,11.320565693461432,False,North America,North America
2021,MI,FT,Data Engineer,100000,USD,100000,US,100,US,L,Mid-level,Full-time,Fully remote,11.51293546492023,False,North America,North America
2021,SE,FT,Machine Learning Engineer,70000,EUR,82744,BE,50,BE,M,Senior-level,Full-time,Hybrid,11.323518868453043,False,Europe,Europe
2021,MI,FT,Research Scientist,53000,EUR,62649,FR,50,FR,M,Mid-level,Full-time,Hybrid,11.045318960324215,False,Europe,Europe
2021,MI,FT,Data Engineer,90000,USD,90000,US,100,US,L,Mid-level,Full-time,Fully remote,11.407576060361786,False,North America,North America
2021,SE,FT,Data Engineering Manager,153000,USD,153000,US,100,US,L,Senior-level,Full-time,Fully remote,11.938199736300925,False,North America,North America
2021,SE,FT,Cloud Data Engineer,160000,USD,160000,BR,100,US,S,Senior-level,Full-time,Fully remote,11.982935344196433,False,South America,North America
2021,SE,FT,Director of Data Science,168000,USD,168000,JP,0,JP,S,Senior-level,Full-time,On-site,12.031725210748633,False,Asia,Asia
2021,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,Mid-level,Full-time,Fully remote,11.918397239722838,False,North America,North America
2021,MI,FT,Data Scientist,95000,CAD,75774,CA,100,CA,L,Mid-level,Full-time,Fully remote,11.235523701926004,False,North America,North America
2021,EN,FT,Data Scientist,13400,USD,13400,UA,100,UA,L,Entry-level,Full-time,Fully remote,9.503084610020228,False,Europe,Europe
2021,SE,FT,Data Science Manager,144000,USD,144000,US,100,US,L,Senior-level,Full-time,Fully remote,11.87757552297847,False,North America,North America
2021,SE,FT,Data Science Engineer,159500,CAD,127221,CA,50,CA,L,Senior-level,Full-time,Hybrid,11.753688870907842,False,North America,North America
2021,MI,FT,Data Scientist,160000,SGD,119059,SG,100,IL,M,Mid-level,Full-time,Fully remote,11.687382846707381,False,Asia,Asia
2021,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,US,50,US,L,Mid-level,Full-time,Hybrid,12.955129822091815,False,North America,North America
2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,100,US,M,Senior-level,Full-time,Fully remote,11.695255355062795,False,North America,North America
2021,EN,FT,Machine Learning Engineer,125000,USD,125000,US,100,US,S,Entry-level,Full-time,Fully remote,11.736077016252437,False,North America,North America
2021,EX,FT,Head of Data,230000,USD,230000,RU,50,RU,L,Executive,Full-time,Hybrid,12.345838935721968,False,Europe,Europe
2021,EX,FT,Head of Data Science,85000,USD,85000,RU,0,RU,M,Executive,Full-time,On-site,11.350418300109132,False,Europe,Europe
2021,MI,FT,Data Engineer,24000,EUR,28369,MT,50,MT,L,Mid-level,Full-time,Hybrid,10.253087527802897,False,Europe,Europe
2021,EN,FT,Data Science Consultant,54000,EUR,63831,DE,50,DE,L,Entry-level,Full-time,Hybrid,11.064009910988117,False,Europe,Europe
2021,EX,FT,Director of Data Science,110000,EUR,130026,DE,50,DE,M,Executive,Full-time,Hybrid,11.77549740018035,False,Europe,Europe
2021,SE,FT,Data Specialist,165000,USD,165000,US,100,US,L,Senior-level,Full-time,Fully remote,12.013706813470414,False,North America,North America
2021,EN,FT,Data Engineer,80000,USD,80000,US,100,US,L,Entry-level,Full-time,Fully remote,11.289794413577894,False,North America,North America
2021,EX,FT,Director of Data Science,250000,USD,250000,US,0,US,L,Executive,Full-time,On-site,12.429220196836383,False,North America,North America
2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,S,Entry-level,Full-time,Hybrid,10.915106645867503,False,North America,North America
2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L,Mid-level,Full-time,Fully remote,11.918397239722838,False,North America,North America
2021,MI,FT,Data Architect,170000,USD,170000,US,100,US,L,Mid-level,Full-time,Fully remote,12.04355959836804,False,North America,North America
2021,MI,FT,Data Engineer,60000,GBP,82528,GB,100,GB,L,Mid-level,Full-time,Fully remote,11.320905025707312,False,Europe,Europe
2021,EN,FT,Data Analyst,60000,USD,60000,US,100,US,S,Entry-level,Full-time,Fully remote,11.002116507732017,False,North America,North America
2021,SE,FT,Principal Data Scientist,235000,USD,235000,US,100,US,L,Senior-level,Full-time,Fully remote,12.367345048436391,False,North America,North America
2021,SE,FT,Research Scientist,51400,EUR,60757,PT,50,PT,L,Senior-level,Full-time,Hybrid,11.01465403977559,False,Europe,Europe
2021,SE,FT,Data Engineering Manager,174000,USD,174000,US,100,US,L,Senior-level,Full-time,Fully remote,12.066816325306588,False,North America,North America
2021,MI,FT,Data Scientist,58000,MXN,2859,MX,0,MX,S,Mid-level,Full-time,On-site,7.958576903813898,False,North America,North America
2021,MI,FT,Data Scientist,30400000,CLP,40038,CL,100,CL,L,Mid-level,Full-time,Fully remote,10.597609258092302,False,South America,South America
2021,EN,FT,Machine Learning Engineer,81000,USD,81000,US,50,US,S,Entry-level,Full-time,Hybrid,11.302216779257382,False,North America,North America
2021,MI,FT,Data Scientist,420000,INR,5679,IN,100,US,S,Mid-level,Full-time,Fully remote,8.644706511715198,False,Asia,North America
2021,MI,FT,Big Data Engineer,1672000,INR,22611,IN,0,IN,L,Mid-level,Full-time,On-site,10.026236017795181,False,Asia,Asia
2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L,Mid-level,Full-time,Hybrid,11.415698449209124,False,Europe,Europe
2021,MI,FT,Data Engineer,22000,EUR,26005,RO,0,US,L,Mid-level,Full-time,On-site,10.166082559611265,False,Europe,North America
2021,SE,FT,Finance Data Analyst,45000,GBP,61896,GB,50,GB,L,Senior-level,Full-time,Hybrid,11.033226992231649,False,Europe,Europe
2021,MI,FL,Machine Learning Scientist,12000,USD,12000,PK,50,PK,M,Mid-level,Freelance,Hybrid,9.392745258631441,False,Asia,Asia
2021,MI,FT,Data Engineer,4000,USD,4000,IR,100,IR,M,Mid-level,Full-time,Fully remote,8.294299608857235,False,Asia,Asia
2021,SE,FT,Data Analytics Engineer,50000,USD,50000,VN,100,GB,M,Senior-level,Full-time,Fully remote,10.819798284210286,False,Asia,Europe
2021,EX,FT,Data Science Consultant,59000,EUR,69741,FR,100,ES,S,Executive,Full-time,Fully remote,11.152557997765097,False,Europe,Europe
2021,SE,FT,Data Engineer,65000,EUR,76833,RO,50,GB,S,Senior-level,Full-time,Hybrid,11.249402529502674,False,Europe,Europe
2021,MI,FT,Machine Learning Engineer,74000,USD,74000,JP,50,JP,S,Mid-level,Full-time,Hybrid,11.211833885608513,False,Asia,Asia
2021,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,L,Senior-level,Full-time,Fully remote,11.931642378754141,False,North America,Europe
2021,EN,FT,Machine Learning Engineer,21844,USD,21844,CO,50,CO,M,Entry-level,Full-time,Hybrid,9.991727341385536,False,South America,South America
2021,MI,FT,Big Data Engineer,18000,USD,18000,MD,0,MD,S,Mid-level,Full-time,On-site,9.798182590890704,False,Other,Other
2021,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,L,Senior-level,Full-time,Fully remote,12.066816325306588,False,North America,North America
2021,SE,FT,Research Scientist,120500,CAD,96113,CA,50,CA,L,Senior-level,Full-time,Hybrid,11.473290265929538,False,North America,North America
2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L,Mid-level,Full-time,Hybrid,11.898194668458823,False,North America,North America
2021,EN,FT,BI Data Analyst,9272,USD,9272,KE,100,KE,S,Entry-level,Full-time,Fully remote,9.134862230800225,False,Africa,Africa
2021,SE,FT,Machine Learning Engineer,1799997,INR,24342,IN,100,IN,L,Senior-level,Full-time,Fully remote,10.09999961284942,False,Asia,Asia
